DesignName,ParticipantID,TrialID,Block1,Letter1,Letter2,Modifier1,Modifier2,Size
2key,2,470,20,Middle,Left,CMD_Alt_Shift,CMD_Shift,2
2key,2,471,21,Left,Right,CMD,CMD,2
2key,2,472,22,Middle,Right,CMD_Shift,CMD_Shift,2
2key,2,473,23,Middle,Left,CMD_Shift,CMD_Shift,2
2key,2,474,24,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,475,25,Right,Left,CMD_Shift,Alt,2
2key,2,476,26,Right,Left,CMD_Alt_Shift,CMD,1
2key,2,477,27,Middle,Middle,None,CMD_Alt_Shift,2
2key,2,478,28,Middle,Left,Alt,CMD_Alt_Shift,2
2key,2,479,29,Middle,Left,None,CMD_Alt_Shift,1
2key,2,480,30,Right,Right,None,CMD,1
2key,2,481,31,Left,Middle,CMD,CMD_Alt_Shift,1
2key,2,482,32,Right,Right,CMD,Alt,2
2key,2,483,33,Right,Right,Alt,CMD,1
2key,2,484,34,Right,Left,CMD_Shift,CMD_Shift,2
2key,2,485,35,Middle,Left,CMD,CMD,1
2key,2,486,36,Right,Middle,CMD,Alt,2
2key,2,487,37,Right,Left,None,Alt,1
2key,2,488,38,Right,Middle,Alt,CMD_Alt_Shift,2
2key,2,489,39,Right,Left,Alt,CMD_Alt_Shift,1
2key,2,490,40,Middle,Left,CMD_Alt_Shift,Alt,2
2key,2,491,41,Left,Middle,CMD_Shift,CMD,2
2key,2,492,42,Right,Left,CMD_Alt_Shift,CMD_Shift,2
2key,2,493,43,Middle,Left,CMD,None,1
2key,2,494,44,Right,Right,None,None,2
2key,2,495,45,Left,Left,CMD,None,1
2key,2,496,46,Right,Middle,CMD_Shift,CMD_Shift,1
2key,2,497,47,Right,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,2,498,48,Right,Right,CMD_Shift,None,2
2key,2,499,49,Right,Middle,CMD,CMD_Shift,2
2key,2,500,50,Middle,Left,CMD_Shift,None,1
2key,2,501,51,Right,Middle,CMD_Shift,CMD_Shift,2
2key,2,502,52,Left,Middle,None,None,2
2key,2,503,53,Middle,Right,CMD_Shift,Alt,2
2key,2,504,54,Right,Left,CMD,None,2
2key,2,505,55,Right,Left,CMD,CMD_Shift,2
2key,2,506,56,Left,Right,Alt,CMD,1
2key,2,507,57,Right,Left,None,CMD_Shift,2
2key,2,508,58,Right,Left,Alt,Alt,1
2key,2,509,59,Middle,Right,None,None,2
2key,2,510,60,Middle,Middle,CMD_Shift,CMD_Shift,1
2key,2,511,61,Middle,Middle,CMD,Alt,1
2key,2,512,62,Left,Right,CMD,None,2
2key,2,513,63,Middle,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,514,64,Left,Left,CMD_Alt_Shift,Alt,2
2key,2,515,65,Right,Middle,CMD,None,2
2key,2,516,66,Left,Right,CMD_Alt_Shift,Alt,2
2key,2,517,67,Right,Middle,CMD,CMD_Alt_Shift,1
2key,2,518,68,Right,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,2,519,69,Middle,Right,None,CMD_Alt_Shift,1
2key,2,520,70,Right,Middle,Alt,CMD_Shift,1
2key,2,521,71,Right,Middle,CMD_Shift,CMD,1
2key,2,522,72,Middle,Right,CMD,CMD_Alt_Shift,2
2key,2,523,73,Middle,Right,Alt,None,1
2key,2,524,74,Left,Right,CMD,CMD_Alt_Shift,1
2key,2,525,75,Right,Right,Alt,CMD_Alt_Shift,2
2key,2,526,76,Middle,Right,CMD_Shift,CMD,2
2key,2,527,77,Left,Left,None,Alt,1
2key,2,528,78,Middle,Right,CMD,CMD_Alt_Shift,1
2key,2,529,79,Left,Right,None,Alt,1
2key,2,530,80,Middle,Middle,CMD,None,1
2key,2,531,81,Right,Right,CMD_Alt_Shift,None,1
2key,2,532,82,Right,Middle,Alt,CMD_Alt_Shift,1
2key,2,533,83,Left,Middle,Alt,CMD,2
2key,2,534,84,Middle,Left,Alt,None,2
2key,2,535,85,Right,Right,CMD_Shift,CMD_Shift,2
2key,2,536,86,Right,Left,CMD,Alt,2
2key,2,537,87,Left,Left,CMD_Alt_Shift,CMD,1
2key,2,538,88,Left,Middle,Alt,CMD,1
2key,2,539,89,Left,Middle,CMD,CMD_Shift,2
2key,2,540,90,Right,Left,CMD_Shift,Alt,1
2key,2,541,91,Right,Right,CMD,CMD_Alt_Shift,1
2key,2,542,92,Right,Middle,CMD_Alt_Shift,None,2
2key,2,543,93,Right,Right,Alt,CMD_Shift,1
2key,2,544,94,Left,Left,CMD_Shift,None,1
2key,2,545,95,Left,Middle,None,None,1
2key,2,546,96,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,547,97,Left,Right,Alt,CMD_Alt_Shift,1
2key,2,548,98,Left,Right,CMD_Shift,CMD,2
2key,2,549,99,Middle,Middle,None,CMD,1
2key,2,550,100,Right,Middle,CMD_Shift,Alt,1
2key,2,551,101,Left,Left,CMD_Alt_Shift,CMD,2
2key,2,552,102,Left,Right,CMD,CMD_Shift,1
2key,2,553,103,Left,Middle,Alt,CMD_Alt_Shift,1
2key,2,554,104,Left,Left,CMD_Shift,CMD,1
2key,2,555,105,Left,Left,CMD,CMD,1
2key,2,556,106,Left,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,557,107,Middle,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,2,558,108,Right,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,2,559,109,Right,Right,CMD_Alt_Shift,CMD_Shift,1
2key,2,560,110,Right,Left,Alt,CMD,2
2key,2,561,111,Left,Right,CMD_Shift,CMD_Alt_Shift,2
2key,2,562,112,Right,Right,CMD,CMD_Alt_Shift,2
2key,2,563,113,Middle,Middle,CMD_Shift,Alt,2
2key,2,564,114,Middle,Right,None,None,1
2key,2,565,115,Left,Right,CMD,Alt,1
2key,2,566,116,Middle,Right,None,Alt,2
2key,2,567,117,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,568,118,Middle,Middle,CMD_Alt_Shift,Alt,1
2key,2,569,119,Left,Right,None,CMD_Shift,1
2key,2,570,120,Left,Left,CMD_Shift,CMD,2
2key,2,571,121,Left,Left,CMD,None,2
2key,2,572,122,Right,Middle,None,CMD_Shift,2
2key,2,573,123,Right,Right,Alt,None,2
2key,2,574,124,Right,Middle,None,CMD_Alt_Shift,1
2key,2,575,125,Left,Right,None,CMD,2
2key,2,576,126,Left,Right,CMD_Alt_Shift,Alt,1
2key,2,577,127,Right,Right,CMD_Shift,CMD,2
2key,2,578,128,Left,Right,CMD_Alt_Shift,None,2
2key,2,579,129,Left,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,580,130,Left,Middle,CMD_Shift,Alt,1
2key,2,581,131,Left,Right,CMD,CMD_Alt_Shift,2
2key,2,582,132,Middle,Right,CMD_Alt_Shift,Alt,1
2key,2,583,133,Middle,Right,CMD_Alt_Shift,CMD,2
2key,2,584,134,Middle,Middle,None,CMD_Shift,1
2key,2,585,135,Middle,Middle,CMD,Alt,2
2key,2,586,136,Left,Middle,CMD_Shift,None,1
2key,2,587,137,Left,Left,None,CMD_Alt_Shift,2
2key,2,588,138,Middle,Left,None,CMD_Shift,2
2key,2,589,139,Middle,Left,CMD,CMD_Alt_Shift,2
2key,2,590,140,Left,Middle,None,CMD_Alt_Shift,2
2key,2,591,141,Left,Left,CMD_Alt_Shift,None,1
2key,2,592,142,Left,Left,CMD,CMD_Shift,2
2key,2,593,143,Middle,Right,CMD,None,2
2key,2,594,144,Right,Right,Alt,CMD,2
2key,2,595,145,Left,Right,CMD_Shift,CMD_Alt_Shift,1
2key,2,596,146,Middle,Left,CMD,CMD_Shift,1
2key,2,597,147,Left,Left,CMD_Shift,Alt,2
2key,2,598,148,Left,Right,None,CMD,1
2key,2,599,149,Left,Right,Alt,CMD_Shift,1
2key,2,600,150,Left,Left,Alt,CMD_Alt_Shift,2
2key,2,601,151,Right,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,2,602,152,Right,Left,CMD_Shift,CMD_Alt_Shift,2
2key,2,603,153,Middle,Middle,Alt,CMD_Alt_Shift,1
2key,2,604,154,Left,Middle,Alt,CMD_Shift,1
2key,2,605,155,Middle,Middle,Alt,CMD_Shift,1
2key,2,606,156,Left,Left,CMD_Shift,None,2
2key,2,607,157,Middle,Middle,CMD,CMD_Shift,2
2key,2,608,158,Right,Middle,CMD_Shift,None,1
2key,2,609,159,Right,Middle,None,None,2
2key,2,610,160,Right,Left,Alt,CMD_Shift,1
2key,2,611,161,Right,Middle,None,Alt,2
2key,2,612,162,Left,Right,Alt,Alt,1
2key,2,613,163,Left,Left,Alt,CMD_Shift,1
2key,2,614,164,Right,Left,CMD_Shift,CMD_Shift,1
2key,2,615,165,Middle,Middle,None,None,1
2key,2,616,166,Left,Middle,Alt,Alt,1
2key,2,617,167,Left,Left,Alt,None,1
2key,2,618,168,Left,Left,CMD,Alt,1
2key,2,619,169,Left,Middle,Alt,Alt,2
2key,2,620,170,Middle,Left,CMD_Alt_Shift,Alt,1
2key,2,621,171,Right,Left,None,CMD_Shift,1
2key,2,622,172,Middle,Left,CMD_Shift,CMD_Alt_Shift,2
2key,2,623,173,Left,Left,None,CMD_Shift,1
2key,2,624,174,Middle,Left,None,Alt,2
2key,2,625,175,Middle,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,626,176,Right,Left,Alt,CMD,1
2key,2,627,177,Right,Middle,CMD,CMD,1
2key,2,628,178,Middle,Left,CMD_Shift,CMD_Shift,1
2key,2,629,179,Left,Right,Alt,CMD_Alt_Shift,2
2key,2,630,180,Middle,Right,Alt,CMD_Shift,2
2key,2,631,181,Middle,Right,CMD_Shift,None,1
2key,2,632,182,Right,Right,None,None,1
2key,2,633,183,Left,Left,None,CMD_Alt_Shift,1
2key,2,634,184,Right,Right,CMD_Alt_Shift,CMD,1
2key,2,635,185,Right,Right,CMD_Alt_Shift,CMD,2
2key,2,636,186,Left,Right,CMD,CMD,1
2key,2,637,187,Middle,Middle,Alt,CMD_Shift,2
2key,2,638,188,Middle,Middle,CMD_Shift,Alt,1
2key,2,639,189,Middle,Right,CMD,None,1
2key,2,640,190,Middle,Left,CMD_Alt_Shift,CMD_Shift,1
2key,2,641,191,Middle,Left,None,CMD_Shift,1
2key,2,642,192,Middle,Left,CMD,CMD_Shift,2
2key,2,643,193,Middle,Left,Alt,CMD,2
2key,2,644,194,Middle,Middle,CMD_Alt_Shift,CMD,1
2key,2,645,195,Right,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,646,196,Middle,Middle,Alt,CMD,2
2key,2,647,197,Middle,Right,CMD_Shift,CMD_Alt_Shift,1
2key,2,648,198,Middle,Middle,None,Alt,1
2key,2,649,199,Left,Right,CMD,CMD_Shift,2
2key,2,650,200,Middle,Right,Alt,CMD,2
2key,2,651,201,Right,Left,CMD,None,1
2key,2,652,202,Middle,Right,None,CMD,1
2key,2,653,203,Right,Middle,CMD,CMD,2
2key,2,654,204,Right,Right,CMD_Shift,None,1
2key,2,655,205,Middle,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,656,206,Left,Middle,CMD_Alt_Shift,CMD,1
2key,2,657,207,Left,Left,CMD_Shift,CMD_Shift,2
2key,2,658,208,Middle,Right,CMD,Alt,1
2key,2,659,209,Right,Left,None,None,2
2key,2,660,210,Left,Left,None,CMD_Shift,2
2key,2,661,211,Middle,Right,CMD,CMD,2
2key,2,662,212,Right,Right,CMD_Shift,CMD_Alt_Shift,1
2key,2,663,213,Left,Middle,CMD,Alt,1
2key,2,664,214,Right,Right,CMD_Shift,Alt,2
2key,2,665,215,Right,Middle,CMD_Alt_Shift,CMD,2
2key,2,666,216,Middle,Left,CMD,Alt,1
2key,2,667,217,Left,Middle,CMD,CMD,1
2key,2,668,218,Right,Right,None,Alt,2
2key,2,669,219,Middle,Left,CMD_Shift,Alt,1
2key,2,670,220,Middle,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,671,221,Left,Right,None,CMD_Alt_Shift,1
2key,2,672,222,Middle,Middle,None,CMD_Alt_Shift,1
2key,2,673,223,Left,Left,CMD_Shift,CMD_Shift,1
2key,2,674,224,Middle,Left,CMD_Alt_Shift,None,2
2key,2,675,225,Right,Right,None,CMD,2
2key,2,676,226,Left,Left,CMD_Alt_Shift,None,2
2key,2,677,227,Middle,Left,CMD_Alt_Shift,CMD,2
2key,2,678,228,Middle,Right,None,Alt,1
2key,2,679,229,Middle,Left,Alt,CMD,1
2key,2,680,230,Right,Middle,None,Alt,1
2key,2,681,231,Right,Left,Alt,Alt,2
2key,2,682,232,Middle,Right,CMD_Shift,CMD,1
2key,2,683,233,Middle,Right,CMD,Alt,2
2key,2,684,234,Left,Middle,CMD,CMD_Shift,1
2key,2,685,235,Left,Left,CMD,CMD_Alt_Shift,1
2key,2,686,236,Middle,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,2,687,237,Middle,Left,Alt,CMD_Shift,2
2key,2,688,238,Right,Left,Alt,CMD_Alt_Shift,2
2key,2,689,239,Left,Middle,CMD_Shift,CMD_Shift,1
2key,2,690,240,Middle,Right,None,CMD_Shift,2
2key,2,691,241,Middle,Right,Alt,Alt,1
2key,2,692,242,Left,Middle,None,Alt,1
2key,2,693,243,Middle,Left,Alt,Alt,1
2key,2,694,244,Left,Right,CMD_Alt_Shift,CMD,2
2key,2,695,245,Middle,Left,None,Alt,1
2key,2,696,246,Middle,Right,Alt,CMD_Alt_Shift,1
2key,2,697,247,Middle,Right,Alt,CMD_Shift,1
2key,2,698,248,Left,Left,CMD_Shift,Alt,1
2key,2,699,249,Left,Right,Alt,CMD_Shift,2
2key,2,700,250,Left,Left,CMD_Shift,CMD_Alt_Shift,1
2key,2,701,251,Middle,Right,CMD_Shift,CMD_Shift,1
2key,2,702,252,Left,Right,Alt,None,1
2key,2,703,253,Right,Middle,Alt,CMD_Shift,2
2key,2,704,254,Middle,Right,CMD_Shift,None,2
2key,2,705,255,Left,Right,CMD_Shift,None,2
2key,2,706,256,Middle,Middle,None,None,2
2key,2,707,257,Right,Left,CMD_Shift,CMD,1
2key,2,708,258,Left,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,709,259,Right,Middle,CMD_Shift,Alt,2
2key,2,710,260,Middle,Left,None,CMD,1
2key,2,711,261,Right,Right,CMD_Alt_Shift,Alt,2
2key,2,712,262,Middle,Right,CMD,CMD_Shift,1
2key,2,713,263,Left,Left,None,None,1
2key,2,714,264,Right,Middle,CMD,Alt,1
2key,2,715,265,Left,Middle,None,CMD_Alt_Shift,1
2key,2,716,266,Middle,Left,CMD_Shift,CMD,1
2key,2,717,267,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,718,268,Middle,Right,CMD_Alt_Shift,Alt,2
2key,2,719,269,Right,Right,CMD,Alt,1
2key,2,720,270,Right,Middle,CMD_Alt_Shift,Alt,1
2key,2,721,271,Left,Right,CMD_Alt_Shift,CMD_Shift,2
2key,2,722,272,Left,Left,None,None,2
2key,2,723,273,Left,Right,CMD_Shift,CMD_Shift,2
2key,2,724,274,Left,Right,CMD_Shift,CMD,1
2key,2,725,275,Left,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,2,726,276,Left,Right,None,None,2
2key,2,727,277,Right,Right,CMD_Alt_Shift,Alt,1
2key,2,728,278,Middle,Middle,Alt,CMD_Alt_Shift,2
2key,2,729,279,Middle,Left,Alt,Alt,2
2key,2,730,280,Middle,Middle,Alt,None,1
2key,2,731,281,Right,Middle,None,None,1
2key,2,732,282,Middle,Right,None,CMD_Shift,1
2key,2,733,283,Middle,Right,Alt,Alt,2
2key,2,734,284,Middle,Left,CMD_Shift,None,2
2key,2,735,285,Middle,Right,CMD_Shift,Alt,1
2key,2,736,286,Left,Left,CMD_Alt_Shift,CMD_Shift,1
2key,2,737,287,Middle,Left,CMD_Alt_Shift,CMD,1
2key,2,738,288,Left,Middle,Alt,CMD_Shift,2
2key,2,739,289,Right,Left,CMD_Shift,None,1
2key,2,740,290,Right,Left,CMD_Shift,None,2
2key,2,741,291,Middle,Middle,CMD_Shift,CMD,1
2key,2,742,292,Right,Middle,None,CMD,1
2key,2,743,293,Middle,Left,CMD_Shift,CMD,2
2key,2,744,294,Middle,Left,None,None,2
2key,2,745,295,Right,Middle,Alt,CMD,2
2key,2,746,296,Left,Right,None,None,1
2key,2,747,297,Left,Right,CMD_Alt_Shift,CMD_Shift,1
2key,2,748,298,Right,Right,Alt,CMD_Alt_Shift,1
2key,2,749,299,Middle,Left,CMD,None,2
2key,2,750,300,Middle,Right,CMD_Alt_Shift,CMD_Shift,2
2key,2,751,301,Right,Middle,CMD,CMD_Shift,1
2key,2,752,302,Right,Left,CMD_Alt_Shift,Alt,2
2key,2,753,303,Right,Left,None,CMD,1
2key,2,754,304,Right,Middle,CMD,CMD_Alt_Shift,2
2key,2,755,305,Middle,Left,CMD,CMD,2
2key,2,756,306,Left,Right,None,CMD_Shift,2
2key,2,757,307,Right,Left,CMD_Shift,CMD_Alt_Shift,1
2key,2,758,308,Middle,Left,Alt,CMD_Shift,1
2key,2,759,309,Left,Right,CMD_Shift,Alt,1
2key,2,760,310,Right,Middle,CMD_Alt_Shift,Alt,2
2key,2,761,311,Left,Middle,CMD,None,2
2key,2,762,312,Right,Right,CMD,None,1
2key,2,763,313,Middle,Left,Alt,None,1
2key,2,764,314,Left,Right,CMD,None,1
2key,2,765,315,Left,Left,Alt,CMD_Alt_Shift,1
2key,2,766,316,Left,Right,Alt,None,2
2key,2,767,317,Right,Right,None,Alt,1
2key,2,768,318,Right,Right,CMD,None,2
2key,2,769,319,Middle,Middle,Alt,CMD,1
2key,2,770,320,Left,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,2,771,321,Left,Right,CMD_Alt_Shift,CMD,1
2key,2,772,322,Middle,Middle,CMD_Alt_Shift,None,1
2key,2,773,323,Left,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,2,774,324,Right,Left,CMD,CMD,1
2key,2,775,325,Right,Right,None,CMD_Alt_Shift,1
2key,2,776,326,Middle,Right,CMD_Alt_Shift,None,2
2key,2,777,327,Right,Left,None,CMD,2
2key,2,778,328,Left,Middle,Alt,None,1
2key,2,779,329,Right,Left,CMD,CMD,2
2key,2,780,330,Middle,Middle,CMD,None,2
2key,2,781,331,Left,Right,Alt,CMD,2
2key,2,782,332,Right,Middle,Alt,None,2
2key,2,783,333,Right,Left,CMD_Alt_Shift,None,2
2key,2,784,334,Middle,Left,CMD_Alt_Shift,None,1
2key,2,785,335,Middle,Middle,CMD,CMD_Shift,1
2key,2,786,336,Left,Right,CMD_Shift,None,1
2key,2,787,337,Right,Right,CMD_Shift,CMD_Shift,1
2key,2,788,338,Left,Middle,CMD_Shift,None,2
2key,2,789,339,Left,Left,None,CMD,1
2key,2,790,340,Middle,Middle,CMD_Shift,None,2
2key,2,791,341,Middle,Left,None,None,1
2key,2,792,342,Left,Middle,CMD_Shift,CMD_Shift,2
2key,2,793,343,Middle,Middle,CMD,CMD_Alt_Shift,1
2key,2,794,344,Middle,Left,CMD_Shift,CMD_Alt_Shift,1
2key,2,795,345,Right,Middle,CMD_Alt_Shift,None,1
2key,2,796,346,Middle,Right,CMD_Alt_Shift,CMD,1
2key,2,797,347,Right,Left,CMD,CMD_Alt_Shift,1
2key,2,798,348,Middle,Right,CMD,CMD,1
2key,2,799,349,Left,Left,CMD,CMD_Shift,1
2key,2,800,350,Middle,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,2,801,351,Middle,Left,None,CMD,2
2key,2,802,352,Left,Middle,None,CMD_Shift,2
2key,2,803,353,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,804,354,Middle,Middle,CMD_Shift,CMD,2
2key,2,805,355,Middle,Left,None,CMD_Alt_Shift,2
2key,2,806,356,Right,Left,CMD_Alt_Shift,CMD_Shift,1
2key,2,807,357,Right,Middle,Alt,Alt,1
2key,2,808,358,Right,Right,CMD_Shift,CMD,1
2key,2,809,359,Left,Middle,CMD_Alt_Shift,None,1
2key,2,810,360,Right,Left,None,CMD_Alt_Shift,1
2key,2,811,361,Left,Left,Alt,Alt,1
2key,2,812,362,Left,Left,CMD_Alt_Shift,Alt,1
2key,2,813,363,Right,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,814,364,Left,Left,CMD_Alt_Shift,CMD_Shift,2
2key,2,815,365,Left,Middle,None,CMD,2
2key,2,816,366,Right,Right,CMD,CMD_Shift,1
2key,2,817,367,Left,Right,None,CMD_Alt_Shift,2
2key,2,818,368,Left,Left,Alt,Alt,2
2key,2,819,369,Left,Middle,CMD,CMD,2
2key,2,820,370,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,821,371,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,2,822,372,Right,Left,CMD_Shift,CMD,2
2key,2,823,373,Right,Middle,Alt,None,1
2key,2,824,374,Right,Right,Alt,CMD_Shift,2
2key,2,825,375,Left,Left,Alt,CMD,1
2key,2,826,376,Left,Middle,Alt,None,2
2key,2,827,377,Middle,Right,None,CMD_Alt_Shift,2
2key,2,828,378,Middle,Left,CMD,CMD_Alt_Shift,1
2key,2,829,379,Left,Middle,CMD,CMD_Alt_Shift,2
2key,2,830,380,Right,Right,Alt,None,1
2key,2,831,381,Left,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,832,382,Right,Right,CMD_Shift,Alt,1
2key,2,833,383,Left,Right,None,Alt,2
2key,2,834,384,Right,Middle,None,CMD_Shift,1
2key,2,835,385,Middle,Right,CMD_Shift,CMD_Alt_Shift,2
2key,2,836,386,Right,Middle,None,CMD,2
2key,2,837,387,Middle,Middle,CMD_Shift,CMD_Shift,2
2key,2,838,388,Right,Right,CMD_Alt_Shift,CMD_Shift,2
2key,2,839,389,Left,Right,CMD_Shift,CMD_Shift,1
2key,2,840,390,Right,Right,CMD_Alt_Shift,None,2
2key,2,841,391,Middle,Right,CMD,CMD_Shift,2
2key,2,842,392,Right,Left,None,Alt,2
2key,2,843,393,Right,Right,CMD,CMD,1
2key,2,844,394,Left,Middle,None,Alt,2
2key,2,845,395,Left,Middle,CMD_Alt_Shift,Alt,1
2key,2,846,396,Middle,Middle,CMD,CMD_Alt_Shift,2
2key,2,847,397,Middle,Right,Alt,None,2
2key,2,848,398,Middle,Middle,Alt,None,2
2key,2,849,399,Right,Right,None,CMD_Alt_Shift,2
2key,2,850,400,Middle,Middle,None,Alt,2
2key,2,851,401,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,2,852,402,Right,Middle,CMD_Alt_Shift,CMD,1
2key,2,853,403,Middle,Right,CMD_Alt_Shift,CMD_Shift,1
2key,2,854,404,Right,Left,Alt,CMD_Shift,2
2key,2,855,405,Middle,Middle,None,CMD,2
2key,2,856,406,Left,Right,CMD_Alt_Shift,None,1
2key,2,857,407,Middle,Middle,CMD_Alt_Shift,CMD,2
2key,2,858,408,Right,Left,CMD,CMD_Alt_Shift,2
2key,2,859,409,Middle,Middle,CMD,CMD,1
2key,2,860,410,Middle,Middle,None,CMD_Shift,2
2key,2,861,411,Right,Right,Alt,Alt,2
2key,2,862,412,Left,Middle,CMD_Alt_Shift,Alt,2
2key,2,863,413,Right,Middle,Alt,Alt,2
2key,2,864,414,Right,Left,None,None,1
2key,2,865,415,Right,Right,None,CMD_Shift,2
2key,2,866,416,Right,Middle,CMD_Shift,CMD,2
2key,2,867,417,Left,Middle,CMD_Shift,Alt,2
2key,2,868,418,Right,Left,CMD,Alt,1
2key,2,869,419,Middle,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,2,870,420,Left,Left,Alt,CMD,2
2key,2,871,421,Middle,Left,Alt,CMD_Alt_Shift,1
2key,2,872,422,Middle,Right,Alt,CMD,1
2key,2,873,423,Right,Left,Alt,None,2
2key,2,874,424,Left,Left,Alt,CMD_Shift,2
2key,2,875,425,Middle,Middle,Alt,Alt,1
2key,2,876,426,Right,Left,Alt,None,1
2key,2,877,427,Left,Right,CMD_Shift,Alt,2
2key,2,878,428,Left,Left,CMD,CMD_Alt_Shift,2
2key,2,879,429,Left,Middle,CMD_Shift,CMD,1
2key,2,880,430,Middle,Middle,CMD_Shift,None,1
2key,2,881,431,Left,Left,CMD,CMD,2
2key,2,882,432,Right,Right,CMD,CMD,2
2key,2,883,433,Middle,Right,Alt,CMD_Alt_Shift,2
2key,2,884,434,Middle,Middle,CMD_Alt_Shift,None,2
2key,2,885,435,Middle,Right,None,CMD,2
2key,2,886,436,Left,Middle,CMD,None,1
2key,2,887,437,Right,Middle,CMD,None,1
2key,2,888,438,Middle,Left,CMD_Shift,Alt,2
2key,2,889,439,Left,Middle,CMD_Alt_Shift,CMD,2
2key,2,890,440,Right,Right,CMD_Shift,CMD_Alt_Shift,2
2key,2,891,441,Right,Left,CMD_Alt_Shift,Alt,1
2key,2,892,442,Left,Middle,CMD_Alt_Shift,None,2
2key,2,893,443,Right,Left,CMD_Alt_Shift,CMD,2
2key,2,894,444,Left,Left,None,Alt,2
2key,2,895,445,Left,Left,CMD,Alt,2
2key,2,896,446,Right,Left,CMD,CMD_Shift,1
2key,2,897,447,Right,Middle,Alt,CMD,1
2key,2,898,448,Middle,Right,CMD_Alt_Shift,None,1
2key,2,899,449,Left,Left,None,CMD,2
2key,2,900,450,Right,Right,Alt,Alt,1
2key,3,901,1,Right,Left,CMD_Alt_Shift,None,2
2key,3,902,2,Left,Middle,None,CMD,2
2key,3,903,3,Left,Right,CMD,CMD_Shift,1
2key,3,904,4,Left,Left,Alt,CMD,1
2key,3,905,5,Left,Left,CMD_Alt_Shift,None,1
2key,3,906,6,Middle,Middle,Alt,CMD_Shift,1
2key,3,907,7,Right,Middle,CMD,None,1
2key,3,908,8,Left,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,3,909,9,Left,Middle,CMD_Shift,None,1
2key,3,910,10,Right,Middle,CMD_Shift,CMD,1
2key,3,911,11,Right,Right,None,CMD_Shift,2
2key,3,912,12,Left,Middle,None,CMD_Shift,2
2key,3,913,13,Middle,Middle,CMD,Alt,1
2key,3,914,14,Left,Middle,CMD,CMD_Shift,1
2key,3,915,15,Right,Right,CMD,CMD_Alt_Shift,1
2key,3,916,16,Left,Right,Alt,CMD_Shift,1
2key,3,917,17,Middle,Left,CMD,CMD_Shift,1
2key,3,918,18,Right,Left,CMD,None,1
2key,3,919,19,Middle,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,3,920,20,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,3,921,21,Left,Right,CMD,Alt,1
2key,3,922,22,Middle,Right,CMD_Shift,CMD_Alt_Shift,1
2key,3,923,23,Middle,Left,CMD_Shift,CMD_Alt_Shift,1
2key,3,924,24,Middle,Middle,None,None,1
2key,3,925,25,Right,Left,CMD_Shift,CMD_Shift,1
2key,3,926,26,Right,Left,CMD_Alt_Shift,CMD,2
2key,3,927,27,Middle,Middle,CMD,None,1
2key,3,928,28,Middle,Left,CMD_Shift,None,1
2key,3,929,29,Middle,Left,None,CMD_Alt_Shift,2
2key,3,930,30,Right,Right,None,CMD,2
2key,3,931,31,Left,Middle,CMD,CMD_Alt_Shift,2
2key,3,932,32,Right,Right,CMD,CMD_Shift,1
2key,3,933,33,Right,Right,Alt,CMD,2
2key,3,934,34,Right,Left,CMD_Shift,CMD_Alt_Shift,1
2key,3,935,35,Middle,Left,CMD,CMD,2
2key,3,936,36,Right,Middle,CMD,CMD_Shift,1
2key,3,937,37,Right,Left,None,Alt,2
2key,3,938,38,Right,Middle,CMD_Shift,None,1
